,account_id,amount_usd
0,550385,-20193130.5225738
1,550406,-225697784.3763886
2,661926,246405305.20599937
3,693819,-12206.824988126755
4,751280,-29004868.754977673
5,777808,18091109.577769756
6,777809,11334221.38042304
7,777818,-1729189.2207856178
8,784028,17923668.639709473
9,784031,21968142.766983032
10,1107813,4.6635754108428955
11,1107814,470695.76336351037
12,1107815,4978156.433540851
13,1107816,-40067.15312281251
14,1107817,4.6635754108428955
15,1107818,-6735.401080995798
16,1107819,4.73476830124855
17,1107820,-390.37642335891724
18,1107835,4.6635754108428955
19,1107836,4.6635754108428955
20,1107839,4.6635754108428955
21,1107840,4.6635754108428955
22,1107842,4.6635754108428955
23,1107978,191613793.02648076
24,1107980,4.6635754108428955
25,1107981,135751.2335844338
26,1107982,4.6635754108428955
27,1107984,4.6635754108428955
28,1108147,-8604946.155740947
29,1108148,4.6635754108428955
30,1108149,-649717.2583070397
31,1108150,-229599.12347704172
32,1108151,4.6635754108428955
33,1108152,2.663792759180069
34,1108153,-1126.5355706810951
35,1108154,-1335.0194100439548
36,1108155,-10254.502863585949
37,1108281,4.6635754108428955
38,1108282,4.6635754108428955
39,1108283,4.6635754108428955
40,1108285,4.6635754108428955
41,1108286,-22637.7873506248
42,1108287,-7712.752537190914
43,1108288,4.6635754108428955
44,1108304,4.6635754108428955
45,1108316,4.6635754108428955
46,1108337,30937.789757817984
47,1108341,2.7932693660259247
48,1109811,4.6635754108428955
49,1230626,4.6635754108428955
50,1264959,4.59063121676445
51,1264962,4.587504953145981
52,1265158,-950138.7094653547
53,1265159,3.3197989761829376
54,1265160,4.6635754108428955
55,1265161,4.6635754108428955
56,1265327,-11660457.499938965
57,1265328,16028055.757324219
58,1266785,-26087569.095581055
59,1266972,19041086.584472656
60,1266973,79436721.73812103
61,1267036,-4392253.509216309
62,1267038,-382526.45625305176
63,1267101,465504.14877319336
64,1267227,-6561.020202994347
65,1267290,12708.669892311096
66,1267416,-289156.68951019645
67,1267417,14535246.563864797
68,1267418,-19436710.139519602
69,1267482,4.6635754108428955
70,1267483,-835.4165428876877
71,1267505,4.6635754108428955
72,1269978,25883166.253845215
73,1269979,15382.834342241287
74,1269980,-126500739.88899013
75,1269981,6516419.485635698
76,1287102,86816186.18338776
77,1287104,508160.74220108986
78,1287176,-534582.1724199057
79,1287178,-260.60365447402
80,1289971,-319.8818150162697
81,1289972,4.6635754108428955
82,1297424,-459653.14038327336
83,1297425,124191.83977478743
84,1433285,-168172.29091575742
85,1452317,-4973032.5614827275
86,1495511,4.6635754108428955
87,1495512,-1441.1702336072922
88,1495519,4.6635754108428955
89,1570210,4.6635754108428955
90,1631941,379678.6166229248
91,1631947,4.6635754108428955
92,1631948,4.6635754108428955
93,1631956,-26311.544875830412
94,1739731,32721.596019029617
95,1740437,22121948.78195113
96,1834354,152738163.42734793
97,1835832,401015.77372455597
98,2059087,32863.35559493303
99,2059313,3656250.017578125
100,2290381,-38717200.05687553
101,2350376,0.005446821451187134
102,2484705,339.10409912467003
103,2484706,-817994.2746097147
104,2586961,-65119.68120133877
105,2586962,-41896.365455657244
106,2586963,-56169.59059908986
107,2586964,-44541.236378252506
108,2586965,-44608.20752340555
109,2586966,-115824.83138179779
110,2729759,-5210251.144050598
111,2729763,5914356.2109375
112,2729765,70703750.35298708
113,2729766,135888279.24831313
114,2729767,-44578763.41939604
115,2821164,-710.2257313430309
116,2837702,2.7932693660259247
117,2968165,53838.921517401934
118,2968174,10443453.905405909
119,2968183,3669927.4126690924
120,2968192,62761.08652275801
121,3102197,-210.25118136405945
122,3169156,1.1019635796546936
123,3169157,1.0124634504318237
124,3169158,1.0124634504318237
125,3274874,32291.926635742188
126,3283940,-259352.8694000244
127,3291608,1932.796208024025
128,3301816,-2503.080004990101
